event_type,support_limb,frame_100hz,source
heel_strike,L,54287,GRF
toe_off,R,54301,GRF
heel_strike,R,54342,GRF
toe_off,L,54355,GRF
heel_strike,L,54399,GRF
toe_off,R,54413,GRF
heel_strike,R,54454,GRF
toe_off,L,54466,GRF
heel_strike,L,54509,GRF
toe_off,R,54523,GRF
heel_strike,R,54566,GRF
toe_off,L,54579,kinematic
heel_strike,L,54619,GRF
toe_off,R,54634,GRF
heel_strike,R,54675,GRF
toe_off,L,54689,GRF
heel_strike,L,54731,GRF
toe_off,R,54746,GRF
heel_strike,R,54786,GRF
toe_off,L,54800,GRF
heel_strike,L,54840,GRF
toe_off,R,54855,GRF
heel_strike,R,54896,GRF
toe_off,L,54920,GRF
heel_strike,L,54951,GRF
toe_off,R,54966,GRF
heel_strike,R,55008,GRF
toe_off,L,55021,kinematic
heel_strike,L,55063,GRF
toe_off,R,55077,GRF
heel_strike,R,55118,GRF
toe_off,L,55132,GRF
heel_strike,L,55173,GRF
toe_off,R,55188,GRF
heel_strike,R,55229,GRF
toe_off,L,55243,GRF
heel_strike,L,55283,GRF
toe_off,R,55298,GRF
heel_strike,R,55339,GRF
toe_off,L,55353,GRF
heel_strike,L,55397,GRF
toe_off,R,55411,GRF
heel_strike,R,55453,GRF
toe_off,L,55466,GRF
heel_strike,L,55511,GRF
toe_off,R,55525,GRF
heel_strike,R,55566,GRF
toe_off,L,55580,GRF
heel_strike,L,55622,GRF
toe_off,R,55637,GRF
heel_strike,R,55678,GRF
toe_off,L,55693,GRF
heel_strike,L,55733,GRF
toe_off,R,55748,GRF
heel_strike,R,55789,GRF
toe_off,L,55803,GRF
heel_strike,L,55842,GRF
toe_off,R,55858,GRF
heel_strike,R,55898,GRF
toe_off,L,55911,GRF
heel_strike,L,55952,GRF
toe_off,R,55966,GRF
heel_strike,R,56007,GRF
toe_off,L,56020,GRF
heel_strike,L,56065,GRF
toe_off,R,56078,GRF
heel_strike,R,56123,GRF
toe_off,L,56136,kinematic
heel_strike,L,56178,kinematic
toe_off,R,56190,GRF
heel_strike,R,56231,GRF
toe_off,L,56245,GRF
heel_strike,L,56284,GRF
toe_off,R,56299,GRF
heel_strike,R,56339,GRF
toe_off,L,56354,GRF
heel_strike,L,56394,GRF
toe_off,R,56408,GRF
heel_strike,R,56448,GRF
toe_off,L,56462,GRF
heel_strike,L,56500,GRF
toe_off,R,56515,GRF
heel_strike,R,56556,GRF
toe_off,L,56570,GRF
heel_strike,L,56609,GRF
toe_off,R,56625,GRF
heel_strike,R,56663,GRF
toe_off,L,56676,GRF
heel_strike,L,56719,GRF
toe_off,R,56733,GRF
heel_strike,R,56778,GRF
toe_off,L,56791,GRF
heel_strike,L,56835,GRF
toe_off,R,56849,GRF
heel_strike,R,56892,GRF
toe_off,L,56905,GRF
heel_strike,L,56949,GRF
toe_off,R,56964,GRF
heel_strike,R,57003,GRF
toe_off,L,57017,GRF
heel_strike,L,57061,GRF
toe_off,R,57076,GRF
heel_strike,R,57116,GRF
toe_off,L,57131,GRF
heel_strike,L,57173,GRF
toe_off,R,57186,GRF
heel_strike,R,57228,GRF
toe_off,L,57243,GRF
heel_strike,L,57283,GRF
toe_off,R,57297,GRF
heel_strike,R,57339,GRF
toe_off,L,57353,GRF
heel_strike,L,57393,GRF
toe_off,R,57407,GRF
heel_strike,R,57451,GRF
toe_off,L,57464,GRF
heel_strike,L,57509,GRF
toe_off,R,57522,GRF
heel_strike,R,57563,GRF
toe_off,L,57577,GRF
heel_strike,L,57620,GRF
toe_off,R,57634,GRF
heel_strike,R,57679,GRF
toe_off,L,57693,GRF
heel_strike,L,57733,GRF
toe_off,R,57747,GRF
heel_strike,R,57788,GRF
toe_off,L,57801,GRF
heel_strike,L,57843,GRF
toe_off,R,57857,GRF
heel_strike,R,57899,GRF
toe_off,L,57912,GRF
heel_strike,L,57953,GRF
toe_off,R,57967,GRF
heel_strike,R,58007,GRF
toe_off,L,58022,GRF
heel_strike,L,58062,GRF
toe_off,R,58078,GRF
heel_strike,R,58121,GRF
toe_off,L,58134,GRF
heel_strike,L,58180,GRF
toe_off,R,58193,GRF
heel_strike,R,58234,GRF
toe_off,L,58248,GRF
heel_strike,L,58288,GRF
toe_off,R,58303,GRF
heel_strike,R,58343,GRF
toe_off,L,58357,GRF
heel_strike,L,58397,GRF
toe_off,R,58411,GRF
heel_strike,R,58452,GRF
toe_off,L,58467,GRF
heel_strike,L,58513,GRF
toe_off,R,58527,GRF
heel_strike,R,58567,GRF
toe_off,L,58580,GRF
heel_strike,L,58620,GRF
toe_off,R,58635,GRF
heel_strike,R,58675,GRF
toe_off,L,58690,GRF
heel_strike,L,58735,GRF
toe_off,R,58748,GRF
heel_strike,R,58789,GRF
toe_off,L,58803,GRF
heel_strike,L,58844,GRF
toe_off,R,58858,GRF
heel_strike,R,58900,GRF
toe_off,L,58914,GRF
heel_strike,L,58956,GRF
toe_off,R,58970,GRF
heel_strike,R,59011,GRF
toe_off,L,59024,GRF
heel_strike,L,59066,GRF
toe_off,R,59080,GRF
heel_strike,R,59123,GRF
toe_off,L,59137,GRF
heel_strike,L,59177,GRF
toe_off,R,59191,GRF
heel_strike,R,59235,GRF
toe_off,L,59248,kinematic
heel_strike,L,59288,kinematic
toe_off,R,59303,GRF
heel_strike,R,59343,GRF
toe_off,L,59356,GRF
heel_strike,L,59398,GRF
toe_off,R,59413,GRF
heel_strike,R,59453,GRF
toe_off,L,59474,GRF
heel_strike,L,59508,GRF
toe_off,R,59523,GRF
heel_strike,R,59564,GRF
toe_off,L,59578,kinematic
heel_strike,L,59619,kinematic
toe_off,R,59633,GRF
heel_strike,R,59673,GRF
toe_off,L,59688,kinematic
heel_strike,L,59732,kinematic
toe_off,R,59745,GRF
heel_strike,R,59790,GRF
toe_off,L,59803,kinematic
heel_strike,L,59845,kinematic
toe_off,R,59859,GRF
heel_strike,R,59899,GRF
toe_off,L,59913,kinematic
heel_strike,L,59954,kinematic
toe_off,R,59967,GRF
heel_strike,R,60015,GRF
toe_off,L,60025,kinematic
heel_strike,L,60066,kinematic
toe_off,R,60079,GRF
heel_strike,R,60121,GRF
toe_off,L,60135,GRF
heel_strike,L,60175,GRF
toe_off,R,60189,GRF
heel_strike,R,60232,GRF
toe_off,L,60246,GRF
heel_strike,L,60287,GRF
toe_off,R,60302,GRF
heel_strike,R,60345,GRF
toe_off,L,60358,GRF
heel_strike,L,60401,GRF
toe_off,R,60415,GRF
heel_strike,R,60457,GRF
toe_off,L,60471,GRF
heel_strike,L,60512,GRF
toe_off,R,60525,GRF
heel_strike,R,60567,GRF
toe_off,L,60581,GRF
heel_strike,L,60623,GRF
toe_off,R,60637,GRF
heel_strike,R,60677,GRF
toe_off,L,60691,GRF
heel_strike,L,60733,GRF
toe_off,R,60747,GRF
heel_strike,R,60791,GRF
toe_off,L,60805,kinematic
heel_strike,L,60847,kinematic
toe_off,R,60860,GRF
heel_strike,R,60902,GRF
toe_off,L,60915,kinematic
heel_strike,L,60956,kinematic
toe_off,R,60970,GRF
heel_strike,R,61011,GRF
toe_off,L,61026,kinematic
heel_strike,L,61066,GRF
toe_off,R,61081,GRF
heel_strike,R,61120,GRF
toe_off,L,61135,kinematic
heel_strike,L,61176,kinematic
toe_off,R,61189,GRF
heel_strike,R,61231,GRF
toe_off,L,61245,kinematic
heel_strike,L,61285,kinematic
toe_off,R,61299,GRF
heel_strike,R,61338,GRF
toe_off,L,61352,GRF
heel_strike,L,61393,GRF
toe_off,R,61408,GRF
heel_strike,R,61450,GRF
toe_off,L,61464,GRF
heel_strike,L,61504,GRF
toe_off,R,61519,GRF
heel_strike,R,61563,GRF
toe_off,L,61587,GRF
heel_strike,L,61617,GRF
toe_off,R,61631,GRF
heel_strike,R,61674,GRF
toe_off,L,61688,kinematic
heel_strike,L,61729,GRF
toe_off,R,61744,GRF
heel_strike,R,61787,GRF
toe_off,L,61801,GRF
heel_strike,L,61842,GRF
toe_off,R,61856,GRF
heel_strike,R,61899,GRF
toe_off,L,61912,GRF
heel_strike,L,61955,GRF
toe_off,R,61969,GRF
heel_strike,R,62010,GRF
toe_off,L,62023,GRF
heel_strike,L,62065,GRF
toe_off,R,62080,GRF
heel_strike,R,62121,GRF
toe_off,L,62134,GRF
heel_strike,L,62176,GRF
toe_off,R,62189,GRF
heel_strike,R,62231,GRF
toe_off,L,62245,GRF
heel_strike,L,62287,GRF
toe_off,R,62301,GRF
heel_strike,R,62343,GRF
toe_off,L,62357,GRF
heel_strike,L,62397,GRF
toe_off,R,62412,GRF
heel_strike,R,62452,GRF
toe_off,L,62466,GRF
heel_strike,L,62505,GRF
toe_off,R,62521,GRF
heel_strike,R,62559,GRF
toe_off,L,62573,GRF
heel_strike,L,62613,GRF
toe_off,R,62628,GRF
heel_strike,R,62671,GRF
toe_off,L,62685,GRF
heel_strike,L,62726,GRF
toe_off,R,62741,GRF
heel_strike,R,62782,GRF
toe_off,L,62795,GRF
heel_strike,L,62837,GRF
toe_off,R,62852,GRF
heel_strike,R,62892,GRF
toe_off,L,62906,GRF
heel_strike,L,62947,GRF
toe_off,R,62962,GRF
heel_strike,R,63001,GRF
toe_off,L,63016,GRF
heel_strike,L,63058,GRF
toe_off,R,63073,GRF
heel_strike,R,63113,GRF
toe_off,L,63127,GRF
heel_strike,L,63168,GRF
toe_off,R,63183,GRF
heel_strike,R,63227,GRF
toe_off,L,63241,GRF
heel_strike,L,63283,GRF
toe_off,R,63297,GRF
heel_strike,R,63338,GRF
toe_off,L,63353,GRF
heel_strike,L,63396,GRF
toe_off,R,63411,GRF
heel_strike,R,63453,GRF
toe_off,L,63466,GRF
heel_strike,L,63507,GRF
toe_off,R,63522,GRF
heel_strike,R,63563,GRF
toe_off,L,63577,GRF
heel_strike,L,63620,GRF
toe_off,R,63635,GRF
heel_strike,R,63674,GRF
toe_off,L,63687,GRF
heel_strike,L,63727,GRF
toe_off,R,63742,GRF
heel_strike,R,63783,GRF
toe_off,L,63796,GRF
heel_strike,L,63836,GRF
toe_off,R,63851,GRF
heel_strike,R,63893,GRF
toe_off,L,63907,GRF
heel_strike,L,63946,GRF
toe_off,R,63961,GRF
heel_strike,R,64001,GRF
toe_off,L,64019,GRF
heel_strike,L,64062,GRF
toe_off,R,64074,GRF
heel_strike,R,64117,GRF
toe_off,L,64130,GRF
heel_strike,L,64176,GRF
toe_off,R,64190,GRF
heel_strike,R,64231,GRF
toe_off,L,64244,GRF
heel_strike,L,64287,GRF
toe_off,R,64301,GRF
heel_strike,R,64342,GRF
toe_off,L,64355,GRF
heel_strike,L,64396,GRF
toe_off,R,64411,GRF
heel_strike,R,64453,GRF
toe_off,L,64467,GRF
heel_strike,L,64508,GRF
toe_off,R,64523,GRF
heel_strike,R,64563,GRF
toe_off,L,64577,GRF
heel_strike,L,64618,GRF
toe_off,R,64634,GRF
heel_strike,R,64675,GRF
toe_off,L,64690,kinematic
heel_strike,L,64732,GRF
toe_off,R,64746,GRF
heel_strike,R,64790,GRF
toe_off,L,64805,GRF
heel_strike,L,64846,GRF
toe_off,R,64861,GRF
heel_strike,R,64903,GRF
toe_off,L,64917,kinematic
heel_strike,L,64958,kinematic
toe_off,R,64971,GRF
heel_strike,R,65014,GRF
toe_off,L,65027,GRF
heel_strike,L,65068,GRF
toe_off,R,65083,GRF
heel_strike,R,65121,GRF
toe_off,L,65135,GRF
heel_strike,L,65176,GRF
toe_off,R,65191,GRF
heel_strike,R,65231,GRF
toe_off,L,65245,GRF
heel_strike,L,65289,GRF
toe_off,R,65303,GRF
heel_strike,R,65345,GRF
toe_off,L,65359,GRF
heel_strike,L,65398,GRF
toe_off,R,65413,GRF
heel_strike,R,65455,GRF
toe_off,L,65468,GRF
heel_strike,L,65510,GRF
toe_off,R,65524,GRF
heel_strike,R,65565,GRF
toe_off,L,65580,GRF
heel_strike,L,65621,GRF
toe_off,R,65636,GRF
heel_strike,R,65678,GRF
toe_off,L,65691,GRF
heel_strike,L,65734,GRF
toe_off,R,65749,GRF
heel_strike,R,65790,GRF
toe_off,L,65803,GRF
heel_strike,L,65844,GRF
toe_off,R,65859,GRF
heel_strike,R,65903,GRF
toe_off,L,65917,kinematic
heel_strike,L,65957,kinematic
toe_off,R,65972,GRF
heel_strike,R,66015,GRF
toe_off,L,66029,GRF
heel_strike,L,66070,GRF
toe_off,R,66085,GRF
heel_strike,R,66126,GRF
toe_off,L,66140,GRF
heel_strike,L,66181,GRF
toe_off,R,66195,GRF
heel_strike,R,66236,GRF
toe_off,L,66249,GRF
heel_strike,L,66289,GRF
toe_off,R,66303,GRF
heel_strike,R,66348,GRF
toe_off,L,66361,GRF
heel_strike,L,66403,GRF
toe_off,R,66418,GRF
heel_strike,R,66458,GRF
toe_off,L,66471,GRF
heel_strike,L,66511,GRF
toe_off,R,66526,GRF
heel_strike,R,66564,GRF
toe_off,L,66578,GRF
heel_strike,L,66616,GRF
toe_off,R,66631,GRF
heel_strike,R,66670,GRF
toe_off,L,66684,GRF
heel_strike,L,66728,GRF
toe_off,R,66741,GRF
heel_strike,R,66789,GRF
toe_off,L,66802,kinematic
heel_strike,L,66843,GRF
toe_off,R,66857,GRF
heel_strike,R,66900,GRF
toe_off,L,66914,kinematic
heel_strike,L,66954,kinematic
toe_off,R,66968,GRF
heel_strike,R,67009,GRF
toe_off,L,67023,kinematic
heel_strike,L,67063,kinematic
toe_off,R,67076,GRF
heel_strike,R,67121,GRF
toe_off,L,67135,GRF
heel_strike,L,67176,GRF
toe_off,R,67190,GRF
heel_strike,R,67231,GRF
toe_off,L,67244,GRF
heel_strike,L,67285,GRF
toe_off,R,67300,GRF
heel_strike,R,67343,GRF
toe_off,L,67366,GRF
heel_strike,L,67397,GRF
toe_off,R,67411,GRF
heel_strike,R,67453,GRF
toe_off,L,67466,GRF
heel_strike,L,67509,GRF
toe_off,R,67523,GRF
heel_strike,R,67563,GRF
toe_off,L,67577,GRF
heel_strike,L,67617,GRF
toe_off,R,67631,GRF
heel_strike,R,67672,GRF
toe_off,L,67687,GRF
heel_strike,L,67729,GRF
toe_off,R,67744,GRF
heel_strike,R,67784,GRF
toe_off,L,67798,GRF
heel_strike,L,67838,GRF
toe_off,R,67853,GRF
heel_strike,R,67893,GRF
toe_off,L,67907,GRF
heel_strike,L,67949,GRF
toe_off,R,67964,GRF
heel_strike,R,68007,GRF
toe_off,L,68020,GRF
heel_strike,L,68062,GRF
toe_off,R,68076,GRF
heel_strike,R,68117,GRF
toe_off,L,68131,GRF
heel_strike,L,68171,GRF
toe_off,R,68186,GRF
heel_strike,R,68226,GRF
toe_off,L,68239,GRF
heel_strike,L,68281,GRF
toe_off,R,68295,GRF
heel_strike,R,68335,GRF
toe_off,L,68349,GRF
heel_strike,L,68391,GRF
toe_off,R,68405,GRF
heel_strike,R,68445,GRF
toe_off,L,68459,GRF
heel_strike,L,68499,GRF
toe_off,R,68514,GRF
heel_strike,R,68553,GRF
toe_off,L,68567,GRF
heel_strike,L,68613,GRF
toe_off,R,68626,GRF
heel_strike,R,68667,GRF
toe_off,L,68681,GRF
heel_strike,L,68724,GRF
toe_off,R,68739,GRF
heel_strike,R,68781,GRF
toe_off,L,68794,GRF
heel_strike,L,68839,GRF
toe_off,R,68853,GRF
heel_strike,R,68897,GRF
toe_off,L,68911,kinematic
heel_strike,L,68951,GRF
toe_off,R,68965,GRF
heel_strike,R,69009,GRF
toe_off,L,69033,GRF
heel_strike,L,69064,GRF
toe_off,R,69078,GRF
heel_strike,R,69121,GRF
toe_off,L,69135,GRF
heel_strike,L,69176,GRF
toe_off,R,69191,GRF
heel_strike,R,69234,GRF
toe_off,L,69247,GRF
heel_strike,L,69287,GRF
toe_off,R,69301,GRF
heel_strike,R,69343,GRF
toe_off,L,69357,GRF
heel_strike,L,69397,GRF
toe_off,R,69411,GRF
heel_strike,R,69449,GRF
toe_off,L,69464,GRF
heel_strike,L,69510,GRF
toe_off,R,69523,GRF
heel_strike,R,69564,GRF
toe_off,L,69577,GRF
heel_strike,L,69619,GRF
toe_off,R,69634,GRF
heel_strike,R,69677,GRF
toe_off,L,69690,GRF
heel_strike,L,69731,GRF
toe_off,R,69745,GRF
heel_strike,R,69786,GRF
toe_off,L,69800,GRF
heel_strike,L,69840,GRF
toe_off,R,69856,GRF
heel_strike,R,69896,GRF
toe_off,L,69910,GRF
heel_strike,L,69954,GRF
toe_off,R,69967,GRF
heel_strike,R,70009,GRF
toe_off,L,70023,GRF
heel_strike,L,70064,GRF
toe_off,R,70079,GRF
heel_strike,R,70122,GRF
toe_off,L,70137,GRF
heel_strike,L,70177,GRF
toe_off,R,70193,GRF
heel_strike,R,70236,GRF
toe_off,L,70250,GRF
heel_strike,L,70289,GRF
toe_off,R,70303,GRF
heel_strike,R,70345,GRF
toe_off,L,70359,GRF
heel_strike,L,70399,GRF
toe_off,R,70415,GRF
heel_strike,R,70453,GRF
toe_off,L,70467,GRF
heel_strike,L,70507,GRF
toe_off,R,70521,GRF
heel_strike,R,70559,GRF
toe_off,L,70573,GRF
heel_strike,L,70613,GRF
toe_off,R,70629,GRF
heel_strike,R,70669,GRF
toe_off,L,70692,GRF
heel_strike,L,70727,GRF
toe_off,R,70741,GRF
heel_strike,R,70787,GRF
toe_off,L,70801,kinematic
heel_strike,L,70843,GRF
toe_off,R,70857,GRF
heel_strike,R,70898,GRF
toe_off,L,70912,GRF
heel_strike,L,70955,GRF
toe_off,R,70969,GRF
heel_strike,R,71011,GRF
toe_off,L,71031,GRF
heel_strike,L,71065,GRF
toe_off,R,71079,GRF
heel_strike,R,71121,GRF
toe_off,L,71134,GRF
heel_strike,L,71178,GRF
toe_off,R,71192,GRF
heel_strike,R,71233,GRF
toe_off,L,71246,GRF
heel_strike,L,71290,GRF
toe_off,R,71304,GRF
heel_strike,R,71342,GRF
toe_off,L,71356,GRF
heel_strike,L,71398,GRF
toe_off,R,71412,GRF
heel_strike,R,71455,GRF
toe_off,L,71468,GRF
heel_strike,L,71507,GRF
toe_off,R,71521,GRF
heel_strike,R,71562,GRF
toe_off,L,71576,GRF
heel_strike,L,71618,GRF
toe_off,R,71632,GRF
heel_strike,R,71673,GRF
toe_off,L,71686,GRF
heel_strike,L,71730,GRF
toe_off,R,71745,GRF
heel_strike,R,71786,GRF
toe_off,L,71800,GRF
heel_strike,L,71841,GRF
toe_off,R,71856,GRF
heel_strike,R,71895,GRF
toe_off,L,71909,GRF
heel_strike,L,71952,GRF
toe_off,R,71965,GRF
heel_strike,R,72006,GRF
toe_off,L,72019,GRF
heel_strike,L,72060,GRF
toe_off,R,72075,GRF
heel_strike,R,72118,GRF
toe_off,L,72131,GRF
heel_strike,L,72174,GRF
toe_off,R,72188,GRF
heel_strike,R,72230,GRF
toe_off,L,72245,GRF
heel_strike,L,72286,GRF
toe_off,R,72299,GRF
heel_strike,R,72339,GRF
toe_off,L,72353,GRF
heel_strike,L,72392,GRF
toe_off,R,72407,GRF
heel_strike,R,72448,GRF
toe_off,L,72462,GRF
heel_strike,L,72506,GRF
toe_off,R,72519,GRF
heel_strike,R,72562,GRF
toe_off,L,72576,GRF
heel_strike,L,72617,GRF
toe_off,R,72631,GRF
heel_strike,R,72671,GRF
toe_off,L,72685,GRF
heel_strike,L,72723,GRF
toe_off,R,72738,GRF
heel_strike,R,72776,GRF
toe_off,L,72790,GRF
heel_strike,L,72829,GRF
toe_off,R,72844,GRF
heel_strike,R,72881,GRF
toe_off,L,72895,GRF
heel_strike,L,72934,GRF
toe_off,R,72950,GRF
heel_strike,R,72991,GRF
toe_off,L,73005,GRF
heel_strike,L,73054,GRF
toe_off,R,73065,GRF
heel_strike,R,73110,GRF
toe_off,L,73123,GRF
heel_strike,L,73174,GRF
toe_off,R,73186,GRF
heel_strike,R,73230,GRF
toe_off,L,73243,GRF
heel_strike,L,73288,GRF
toe_off,R,73301,GRF
heel_strike,R,73346,GRF
toe_off,L,73359,GRF
heel_strike,L,73400,GRF
toe_off,R,73414,GRF
heel_strike,R,73457,GRF
toe_off,L,73472,GRF
heel_strike,L,73513,GRF
toe_off,R,73527,GRF
heel_strike,R,73569,GRF
toe_off,L,73582,GRF
heel_strike,L,73623,GRF
toe_off,R,73638,GRF
heel_strike,R,73678,GRF
toe_off,L,73692,GRF
heel_strike,L,73735,GRF
toe_off,R,73749,GRF
heel_strike,R,73790,GRF
toe_off,L,73803,GRF
heel_strike,L,73847,GRF
toe_off,R,73860,GRF
heel_strike,R,73902,GRF
toe_off,L,73916,kinematic
heel_strike,L,73957,GRF
toe_off,R,73971,GRF
heel_strike,R,74014,GRF
toe_off,L,74030,GRF
heel_strike,L,74068,GRF
toe_off,R,74083,GRF
heel_strike,R,74123,GRF
toe_off,L,74137,GRF
heel_strike,L,74177,GRF
toe_off,R,74191,GRF
heel_strike,R,74232,GRF
toe_off,L,74246,GRF
heel_strike,L,74287,GRF
toe_off,R,74301,GRF
heel_strike,R,74342,GRF
toe_off,L,74355,GRF
heel_strike,L,74397,GRF
toe_off,R,74412,GRF
heel_strike,R,74452,GRF
toe_off,L,74465,GRF
heel_strike,L,74508,GRF
toe_off,R,74523,GRF
heel_strike,R,74566,GRF
toe_off,L,74588,GRF
heel_strike,L,74622,GRF
toe_off,R,74636,GRF
heel_strike,R,74679,GRF
toe_off,L,74693,kinematic
heel_strike,L,74734,kinematic
toe_off,R,74746,GRF
heel_strike,R,74788,GRF
toe_off,L,74801,GRF
heel_strike,L,74841,GRF
toe_off,R,74857,GRF
heel_strike,R,74896,GRF
toe_off,L,74910,GRF
heel_strike,L,74952,GRF
toe_off,R,74966,GRF
heel_strike,R,75009,GRF
toe_off,L,75023,kinematic
heel_strike,L,75065,GRF
toe_off,R,75080,GRF
heel_strike,R,75123,GRF
toe_off,L,75137,kinematic
heel_strike,L,75177,GRF
toe_off,R,75191,GRF
heel_strike,R,75233,GRF
toe_off,L,75246,kinematic
heel_strike,L,75287,GRF
toe_off,R,75302,GRF
heel_strike,R,75340,GRF
toe_off,L,75353,GRF
heel_strike,L,75395,GRF
toe_off,R,75410,GRF
heel_strike,R,75451,GRF
toe_off,L,75465,kinematic
heel_strike,L,75507,kinematic
toe_off,R,75521,GRF
heel_strike,R,75563,GRF
toe_off,L,75577,kinematic
heel_strike,L,75617,GRF
toe_off,R,75632,GRF
heel_strike,R,75673,GRF
toe_off,L,75687,GRF
heel_strike,L,75727,GRF
toe_off,R,75742,GRF
heel_strike,R,75785,GRF
toe_off,L,75799,GRF
heel_strike,L,75841,GRF
toe_off,R,75855,GRF
heel_strike,R,75899,GRF
toe_off,L,75913,kinematic
heel_strike,L,75954,GRF
toe_off,R,75969,GRF
heel_strike,R,76010,GRF
toe_off,L,76024,GRF
heel_strike,L,76065,GRF
toe_off,R,76081,GRF
heel_strike,R,76124,GRF
toe_off,L,76138,kinematic
heel_strike,L,76180,GRF
toe_off,R,76195,GRF
heel_strike,R,76233,GRF
toe_off,L,76247,GRF
heel_strike,L,76287,GRF
toe_off,R,76302,GRF
heel_strike,R,76341,GRF
toe_off,L,76355,GRF
heel_strike,L,76398,GRF
toe_off,R,76413,GRF
heel_strike,R,76453,GRF
toe_off,L,76467,kinematic
heel_strike,L,76508,kinematic
toe_off,R,76522,GRF
heel_strike,R,76563,GRF
toe_off,L,76577,GRF
heel_strike,L,76617,GRF
toe_off,R,76632,GRF
heel_strike,R,76671,GRF
toe_off,L,76686,GRF
heel_strike,L,76724,GRF
toe_off,R,76739,GRF
heel_strike,R,76779,GRF
toe_off,L,76793,GRF
heel_strike,L,76832,GRF
toe_off,R,76846,GRF
heel_strike,R,76888,GRF
toe_off,L,76902,GRF
heel_strike,L,76949,GRF
toe_off,R,76962,GRF
heel_strike,R,77007,GRF
toe_off,L,77020,GRF
heel_strike,L,77063,GRF
toe_off,R,77077,GRF
heel_strike,R,77117,GRF
toe_off,L,77131,GRF
heel_strike,L,77174,GRF
toe_off,R,77188,GRF
heel_strike,R,77230,GRF
toe_off,L,77244,GRF
heel_strike,L,77285,GRF
toe_off,R,77301,GRF
heel_strike,R,77340,GRF
toe_off,L,77354,GRF
heel_strike,L,77395,GRF
toe_off,R,77410,GRF
heel_strike,R,77452,GRF
toe_off,L,77465,GRF
heel_strike,L,77505,GRF
toe_off,R,77520,GRF
heel_strike,R,77561,GRF
toe_off,L,77575,GRF
heel_strike,L,77616,GRF
toe_off,R,77630,GRF
heel_strike,R,77672,GRF
toe_off,L,77685,GRF
heel_strike,L,77729,GRF
toe_off,R,77743,GRF
heel_strike,R,77785,GRF
toe_off,L,77799,GRF
heel_strike,L,77842,GRF
toe_off,R,77856,GRF
heel_strike,R,77898,GRF
toe_off,L,77911,GRF
heel_strike,L,77953,GRF
toe_off,R,77969,GRF
heel_strike,R,78009,GRF
toe_off,L,78023,GRF
heel_strike,L,78064,GRF
toe_off,R,78080,GRF
heel_strike,R,78118,GRF
toe_off,L,78132,GRF
heel_strike,L,78172,GRF
toe_off,R,78187,GRF
heel_strike,R,78227,GRF
toe_off,L,78242,GRF
heel_strike,L,78281,GRF
toe_off,R,78297,GRF
heel_strike,R,78338,GRF
toe_off,L,78352,GRF
heel_strike,L,78393,GRF
toe_off,R,78407,GRF
heel_strike,R,78448,GRF
toe_off,L,78462,GRF
heel_strike,L,78504,GRF
toe_off,R,78518,GRF
heel_strike,R,78557,GRF
toe_off,L,78572,GRF
heel_strike,L,78614,GRF
toe_off,R,78629,GRF
heel_strike,R,78668,GRF
toe_off,L,78681,GRF
heel_strike,L,78722,GRF
toe_off,R,78737,GRF
heel_strike,R,78777,GRF
toe_off,L,78791,GRF
heel_strike,L,78836,GRF
toe_off,R,78849,GRF
heel_strike,R,78894,GRF
toe_off,L,78908,GRF
heel_strike,L,78953,GRF
toe_off,R,78967,GRF
heel_strike,R,79009,GRF
toe_off,L,79022,GRF
heel_strike,L,79065,GRF
toe_off,R,79080,GRF
heel_strike,R,79121,GRF
toe_off,L,79135,GRF
heel_strike,L,79176,GRF
toe_off,R,79191,GRF
heel_strike,R,79232,GRF
toe_off,L,79253,GRF
heel_strike,L,79286,GRF
toe_off,R,79301,GRF
heel_strike,R,79342,GRF
toe_off,L,79354,GRF
heel_strike,L,79397,GRF
toe_off,R,79411,GRF
heel_strike,R,79451,GRF
toe_off,L,79463,GRF
heel_strike,L,79507,GRF
toe_off,R,79521,GRF
heel_strike,R,79561,GRF
toe_off,L,79575,GRF
heel_strike,L,79615,GRF
toe_off,R,79631,GRF
heel_strike,R,79670,GRF
toe_off,L,79685,kinematic
heel_strike,L,79727,kinematic
toe_off,R,79742,GRF
heel_strike,R,79786,GRF
toe_off,L,79800,kinematic
heel_strike,L,79841,kinematic
toe_off,R,79855,GRF
heel_strike,R,79895,GRF
toe_off,L,79909,GRF
heel_strike,L,79951,GRF
toe_off,R,79966,GRF
heel_strike,R,80009,GRF
toe_off,L,80023,kinematic
heel_strike,L,80065,GRF
toe_off,R,80080,GRF
heel_strike,R,80121,GRF
toe_off,L,80143,GRF
heel_strike,L,80177,GRF
toe_off,R,80191,GRF
heel_strike,R,80233,GRF
toe_off,L,80249,GRF
heel_strike,L,80287,GRF
toe_off,R,80302,GRF
heel_strike,R,80343,GRF
toe_off,L,80357,GRF
heel_strike,L,80399,GRF
toe_off,R,80414,GRF
heel_strike,R,80456,GRF
toe_off,L,80470,GRF
heel_strike,L,80511,GRF
toe_off,R,80525,GRF
heel_strike,R,80567,GRF
toe_off,L,80581,GRF
heel_strike,L,80621,GRF
toe_off,R,80636,GRF
heel_strike,R,80676,GRF
toe_off,L,80689,GRF
heel_strike,L,80730,GRF
toe_off,R,80745,GRF
heel_strike,R,80786,GRF
toe_off,L,80800,GRF
heel_strike,L,80841,GRF
toe_off,R,80856,GRF
heel_strike,R,80897,GRF
toe_off,L,80911,GRF
