event_type,support_limb,frame_100hz,source
heel_strike,L,27623,GRF
toe_off,R,27637,GRF
heel_strike,R,27678,GRF
toe_off,L,27690,GRF
heel_strike,L,27733,GRF
toe_off,R,27747,GRF
heel_strike,R,27788,GRF
toe_off,L,27801,GRF
heel_strike,L,27842,GRF
toe_off,R,27856,GRF
heel_strike,R,27897,GRF
toe_off,L,27912,GRF
heel_strike,L,27951,GRF
toe_off,R,27965,GRF
heel_strike,R,28006,GRF
toe_off,L,28020,GRF
heel_strike,L,28064,GRF
toe_off,R,28077,GRF
heel_strike,R,28119,GRF
toe_off,L,28132,GRF
heel_strike,L,28175,GRF
toe_off,R,28189,GRF
heel_strike,R,28231,GRF
toe_off,L,28244,GRF
heel_strike,L,28289,GRF
toe_off,R,28303,GRF
heel_strike,R,28347,GRF
toe_off,L,28361,kinematic
heel_strike,L,28403,kinematic
toe_off,R,28416,GRF
heel_strike,R,28458,GRF
toe_off,L,28472,GRF
heel_strike,L,28514,GRF
toe_off,R,28528,GRF
heel_strike,R,28569,GRF
toe_off,L,28583,GRF
heel_strike,L,28624,GRF
toe_off,R,28639,GRF
heel_strike,R,28677,GRF
toe_off,L,28691,GRF
heel_strike,L,28731,GRF
toe_off,R,28745,GRF
heel_strike,R,28786,GRF
toe_off,L,28800,GRF
heel_strike,L,28843,GRF
toe_off,R,28857,GRF
heel_strike,R,28898,GRF
toe_off,L,28911,GRF
heel_strike,L,28952,GRF
toe_off,R,28966,GRF
heel_strike,R,29007,GRF
toe_off,L,29021,GRF
heel_strike,L,29062,GRF
toe_off,R,29077,GRF
heel_strike,R,29121,GRF
toe_off,L,29134,GRF
heel_strike,L,29178,GRF
toe_off,R,29192,GRF
heel_strike,R,29236,GRF
toe_off,L,29249,GRF
heel_strike,L,29295,GRF
toe_off,R,29308,GRF
heel_strike,R,29352,GRF
toe_off,L,29365,kinematic
heel_strike,L,29407,GRF
toe_off,R,29421,GRF
heel_strike,R,29462,GRF
toe_off,L,29475,GRF
heel_strike,L,29517,GRF
toe_off,R,29531,GRF
heel_strike,R,29573,GRF
toe_off,L,29586,GRF
heel_strike,L,29627,GRF
toe_off,R,29642,GRF
heel_strike,R,29683,GRF
toe_off,L,29697,kinematic
heel_strike,L,29736,GRF
toe_off,R,29751,GRF
heel_strike,R,29795,GRF
toe_off,L,29808,kinematic
heel_strike,L,29847,GRF
toe_off,R,29862,GRF
heel_strike,R,29902,GRF
toe_off,L,29916,GRF
heel_strike,L,29955,GRF
toe_off,R,29971,GRF
heel_strike,R,30009,GRF
toe_off,L,30023,GRF
heel_strike,L,30063,GRF
toe_off,R,30078,GRF
heel_strike,R,30117,GRF
toe_off,L,30131,GRF
heel_strike,L,30171,GRF
toe_off,R,30186,GRF
heel_strike,R,30231,GRF
toe_off,L,30243,GRF
heel_strike,L,30288,GRF
toe_off,R,30302,GRF
heel_strike,R,30343,GRF
toe_off,L,30357,GRF
heel_strike,L,30401,GRF
toe_off,R,30415,GRF
heel_strike,R,30457,GRF
toe_off,L,30471,kinematic
heel_strike,L,30513,kinematic
toe_off,R,30526,GRF
heel_strike,R,30569,GRF
toe_off,L,30583,kinematic
heel_strike,L,30624,kinematic
toe_off,R,30638,GRF
heel_strike,R,30679,GRF
toe_off,L,30693,kinematic
heel_strike,L,30735,GRF
toe_off,R,30749,GRF
heel_strike,R,30789,GRF
toe_off,L,30813,GRF
heel_strike,L,30847,GRF
toe_off,R,30862,GRF
heel_strike,R,30903,GRF
toe_off,L,30917,GRF
heel_strike,L,30959,GRF
toe_off,R,30974,GRF
heel_strike,R,31015,GRF
toe_off,L,31029,GRF
heel_strike,L,31072,GRF
toe_off,R,31087,GRF
heel_strike,R,31127,GRF
toe_off,L,31141,kinematic
heel_strike,L,31182,kinematic
toe_off,R,31195,GRF
heel_strike,R,31241,GRF
toe_off,L,31253,kinematic
heel_strike,L,31294,kinematic
toe_off,R,31307,GRF
heel_strike,R,31348,GRF
toe_off,L,31362,GRF
heel_strike,L,31401,GRF
toe_off,R,31415,GRF
heel_strike,R,31457,GRF
toe_off,L,31471,GRF
heel_strike,L,31511,GRF
toe_off,R,31526,GRF
heel_strike,R,31568,GRF
toe_off,L,31582,GRF
heel_strike,L,31624,GRF
toe_off,R,31638,GRF
heel_strike,R,31679,GRF
toe_off,L,31693,kinematic
heel_strike,L,31734,GRF
toe_off,R,31749,GRF
heel_strike,R,31791,GRF
toe_off,L,31804,GRF
heel_strike,L,31846,GRF
toe_off,R,31859,GRF
heel_strike,R,31902,GRF
toe_off,L,31915,GRF
heel_strike,L,31958,GRF
toe_off,R,31972,GRF
heel_strike,R,32013,GRF
toe_off,L,32026,GRF
heel_strike,L,32068,GRF
toe_off,R,32082,GRF
heel_strike,R,32125,GRF
toe_off,L,32138,GRF
heel_strike,L,32179,GRF
toe_off,R,32193,GRF
heel_strike,R,32235,GRF
toe_off,L,32248,GRF
heel_strike,L,32290,GRF
toe_off,R,32304,GRF
heel_strike,R,32346,GRF
toe_off,L,32360,GRF
heel_strike,L,32399,GRF
toe_off,R,32414,GRF
heel_strike,R,32455,GRF
toe_off,L,32468,GRF
heel_strike,L,32509,GRF
toe_off,R,32524,GRF
heel_strike,R,32565,GRF
toe_off,L,32578,GRF
heel_strike,L,32619,GRF
toe_off,R,32634,GRF
heel_strike,R,32676,GRF
toe_off,L,32690,GRF
heel_strike,L,32730,GRF
toe_off,R,32744,GRF
heel_strike,R,32785,GRF
toe_off,L,32798,GRF
heel_strike,L,32839,GRF
toe_off,R,32853,GRF
heel_strike,R,32894,GRF
toe_off,L,32907,GRF
heel_strike,L,32950,GRF
toe_off,R,32965,GRF
heel_strike,R,33006,GRF
toe_off,L,33019,GRF
heel_strike,L,33066,GRF
toe_off,R,33079,GRF
heel_strike,R,33121,GRF
toe_off,L,33135,GRF
heel_strike,L,33179,GRF
toe_off,R,33193,GRF
heel_strike,R,33233,GRF
toe_off,L,33247,GRF
heel_strike,L,33290,GRF
toe_off,R,33304,GRF
heel_strike,R,33345,GRF
toe_off,L,33360,kinematic
heel_strike,L,33401,kinematic
toe_off,R,33416,GRF
heel_strike,R,33460,GRF
toe_off,L,33473,kinematic
heel_strike,L,33515,kinematic
toe_off,R,33527,GRF
heel_strike,R,33568,GRF
toe_off,L,33582,GRF
heel_strike,L,33622,GRF
toe_off,R,33637,GRF
heel_strike,R,33677,GRF
toe_off,L,33692,GRF
heel_strike,L,33732,GRF
toe_off,R,33747,GRF
heel_strike,R,33787,GRF
toe_off,L,33801,GRF
heel_strike,L,33840,GRF
toe_off,R,33854,GRF
heel_strike,R,33894,GRF
toe_off,L,33908,GRF
heel_strike,L,33951,GRF
toe_off,R,33965,GRF
heel_strike,R,34006,GRF
toe_off,L,34020,GRF
heel_strike,L,34060,GRF
toe_off,R,34074,GRF
heel_strike,R,34114,GRF
toe_off,L,34128,GRF
heel_strike,L,34168,GRF
toe_off,R,34182,GRF
heel_strike,R,34223,GRF
toe_off,L,34237,GRF
heel_strike,L,34278,GRF
toe_off,R,34292,GRF
heel_strike,R,34339,GRF
toe_off,L,34351,GRF
heel_strike,L,34397,GRF
toe_off,R,34410,GRF
heel_strike,R,34454,GRF
toe_off,L,34467,GRF
heel_strike,L,34511,GRF
toe_off,R,34525,GRF
heel_strike,R,34565,GRF
toe_off,L,34579,GRF
heel_strike,L,34622,GRF
toe_off,R,34636,GRF
heel_strike,R,34677,GRF
toe_off,L,34690,GRF
heel_strike,L,34735,GRF
toe_off,R,34748,GRF
heel_strike,R,34789,GRF
toe_off,L,34804,kinematic
heel_strike,L,34846,GRF
toe_off,R,34860,GRF
heel_strike,R,34904,GRF
toe_off,L,34917,kinematic
heel_strike,L,34961,GRF
toe_off,R,34974,GRF
heel_strike,R,35015,GRF
toe_off,L,35029,GRF
heel_strike,L,35071,GRF
toe_off,R,35085,GRF
heel_strike,R,35127,GRF
toe_off,L,35140,GRF
heel_strike,L,35183,GRF
toe_off,R,35196,GRF
heel_strike,R,35238,GRF
toe_off,L,35259,GRF
heel_strike,L,35293,GRF
toe_off,R,35307,GRF
heel_strike,R,35348,GRF
toe_off,L,35362,GRF
heel_strike,L,35402,GRF
toe_off,R,35417,GRF
heel_strike,R,35458,GRF
toe_off,L,35472,GRF
heel_strike,L,35511,GRF
toe_off,R,35525,GRF
heel_strike,R,35565,GRF
toe_off,L,35580,GRF
heel_strike,L,35621,GRF
toe_off,R,35635,GRF
heel_strike,R,35675,GRF
toe_off,L,35689,GRF
heel_strike,L,35729,GRF
toe_off,R,35743,GRF
heel_strike,R,35784,GRF
toe_off,L,35797,kinematic
heel_strike,L,35840,kinematic
toe_off,R,35854,GRF
heel_strike,R,35899,GRF
toe_off,L,35912,kinematic
heel_strike,L,35953,kinematic
toe_off,R,35966,GRF
heel_strike,R,36008,GRF
toe_off,L,36022,GRF
heel_strike,L,36063,GRF
toe_off,R,36077,GRF
heel_strike,R,36119,GRF
toe_off,L,36133,GRF
heel_strike,L,36175,GRF
toe_off,R,36189,GRF
heel_strike,R,36231,GRF
toe_off,L,36245,GRF
heel_strike,L,36286,GRF
toe_off,R,36301,GRF
heel_strike,R,36347,GRF
toe_off,L,36360,kinematic
heel_strike,L,36401,kinematic
toe_off,R,36413,GRF
heel_strike,R,36457,GRF
toe_off,L,36470,GRF
heel_strike,L,36510,GRF
toe_off,R,36524,GRF
heel_strike,R,36567,GRF
toe_off,L,36581,GRF
heel_strike,L,36624,GRF
toe_off,R,36637,GRF
heel_strike,R,36682,GRF
toe_off,L,36695,GRF
heel_strike,L,36736,GRF
toe_off,R,36750,GRF
heel_strike,R,36791,GRF
toe_off,L,36805,GRF
heel_strike,L,36847,GRF
toe_off,R,36861,GRF
heel_strike,R,36902,GRF
toe_off,L,36915,GRF
heel_strike,L,36956,GRF
toe_off,R,36971,GRF
heel_strike,R,37011,GRF
toe_off,L,37024,GRF
heel_strike,L,37063,GRF
toe_off,R,37078,GRF
heel_strike,R,37119,GRF
toe_off,L,37134,GRF
heel_strike,L,37173,GRF
toe_off,R,37187,GRF
heel_strike,R,37230,GRF
toe_off,L,37243,GRF
heel_strike,L,37288,GRF
toe_off,R,37301,GRF
heel_strike,R,37345,GRF
toe_off,L,37359,GRF
heel_strike,L,37402,GRF
toe_off,R,37415,GRF
heel_strike,R,37458,GRF
toe_off,L,37471,GRF
heel_strike,L,37513,GRF
toe_off,R,37529,GRF
heel_strike,R,37570,GRF
toe_off,L,37584,GRF
heel_strike,L,37625,GRF
toe_off,R,37639,GRF
heel_strike,R,37679,GRF
toe_off,L,37692,GRF
heel_strike,L,37734,GRF
toe_off,R,37748,GRF
heel_strike,R,37792,GRF
toe_off,L,37805,GRF
heel_strike,L,37845,GRF
toe_off,R,37861,GRF
heel_strike,R,37900,GRF
toe_off,L,37914,GRF
heel_strike,L,37956,GRF
toe_off,R,37970,GRF
heel_strike,R,38010,GRF
toe_off,L,38024,GRF
heel_strike,L,38065,GRF
toe_off,R,38079,GRF
heel_strike,R,38121,GRF
toe_off,L,38135,GRF
heel_strike,L,38177,GRF
toe_off,R,38191,GRF
heel_strike,R,38232,GRF
toe_off,L,38245,GRF
heel_strike,L,38286,GRF
toe_off,R,38301,GRF
heel_strike,R,38341,GRF
toe_off,L,38355,GRF
heel_strike,L,38399,GRF
toe_off,R,38412,GRF
heel_strike,R,38456,GRF
toe_off,L,38469,GRF
heel_strike,L,38511,GRF
toe_off,R,38526,GRF
heel_strike,R,38565,GRF
toe_off,L,38579,GRF
heel_strike,L,38621,GRF
toe_off,R,38635,GRF
heel_strike,R,38676,GRF
toe_off,L,38690,GRF
heel_strike,L,38731,GRF
toe_off,R,38746,GRF
heel_strike,R,38788,GRF
toe_off,L,38802,GRF
heel_strike,L,38844,GRF
toe_off,R,38858,GRF
heel_strike,R,38900,GRF
toe_off,L,38914,GRF
heel_strike,L,38957,GRF
toe_off,R,38971,GRF
heel_strike,R,39012,GRF
toe_off,L,39026,GRF
heel_strike,L,39068,GRF
toe_off,R,39083,GRF
heel_strike,R,39123,GRF
toe_off,L,39137,GRF
heel_strike,L,39178,GRF
toe_off,R,39193,GRF
heel_strike,R,39235,GRF
toe_off,L,39248,GRF
heel_strike,L,39290,GRF
toe_off,R,39304,GRF
heel_strike,R,39345,GRF
toe_off,L,39359,GRF
heel_strike,L,39399,GRF
toe_off,R,39414,GRF
heel_strike,R,39455,GRF
toe_off,L,39468,GRF
heel_strike,L,39510,GRF
toe_off,R,39525,GRF
heel_strike,R,39565,GRF
toe_off,L,39578,GRF
heel_strike,L,39618,GRF
toe_off,R,39633,GRF
heel_strike,R,39675,GRF
toe_off,L,39687,GRF
heel_strike,L,39728,GRF
toe_off,R,39743,GRF
heel_strike,R,39784,GRF
toe_off,L,39798,GRF
heel_strike,L,39839,GRF
toe_off,R,39854,GRF
heel_strike,R,39893,GRF
toe_off,L,39906,GRF
heel_strike,L,39946,GRF
toe_off,R,39960,GRF
heel_strike,R,40006,GRF
toe_off,L,40020,GRF
heel_strike,L,40064,GRF
toe_off,R,40078,GRF
heel_strike,R,40121,GRF
toe_off,L,40134,GRF
heel_strike,L,40177,GRF
toe_off,R,40191,GRF
heel_strike,R,40233,GRF
toe_off,L,40246,GRF
heel_strike,L,40291,GRF
toe_off,R,40304,GRF
heel_strike,R,40346,GRF
toe_off,L,40361,GRF
heel_strike,L,40403,GRF
toe_off,R,40417,GRF
heel_strike,R,40458,GRF
toe_off,L,40471,GRF
heel_strike,L,40514,GRF
toe_off,R,40527,GRF
heel_strike,R,40569,GRF
toe_off,L,40583,GRF
heel_strike,L,40625,GRF
toe_off,R,40640,GRF
heel_strike,R,40682,GRF
toe_off,L,40695,GRF
heel_strike,L,40737,GRF
toe_off,R,40752,GRF
heel_strike,R,40793,GRF
toe_off,L,40807,GRF
heel_strike,L,40847,GRF
toe_off,R,40863,GRF
heel_strike,R,40902,GRF
toe_off,L,40917,GRF
heel_strike,L,40958,GRF
toe_off,R,40972,GRF
heel_strike,R,41013,GRF
toe_off,L,41027,GRF
heel_strike,L,41067,GRF
toe_off,R,41081,GRF
heel_strike,R,41122,GRF
toe_off,L,41136,GRF
heel_strike,L,41178,GRF
toe_off,R,41192,GRF
heel_strike,R,41233,GRF
toe_off,L,41246,GRF
heel_strike,L,41289,GRF
toe_off,R,41303,GRF
heel_strike,R,41345,GRF
toe_off,L,41359,kinematic
heel_strike,L,41400,GRF
toe_off,R,41414,GRF
heel_strike,R,41455,GRF
toe_off,L,41474,GRF
heel_strike,L,41510,GRF
toe_off,R,41525,GRF
heel_strike,R,41565,GRF
toe_off,L,41578,GRF
heel_strike,L,41619,GRF
toe_off,R,41634,GRF
heel_strike,R,41676,GRF
toe_off,L,41689,GRF
heel_strike,L,41730,GRF
toe_off,R,41744,GRF
heel_strike,R,41787,GRF
toe_off,L,41800,GRF
heel_strike,L,41845,GRF
toe_off,R,41859,GRF
heel_strike,R,41900,GRF
toe_off,L,41914,kinematic
heel_strike,L,41956,kinematic
toe_off,R,41970,GRF
heel_strike,R,42013,GRF
toe_off,L,42026,kinematic
heel_strike,L,42069,GRF
toe_off,R,42083,GRF
heel_strike,R,42125,GRF
toe_off,L,42138,GRF
heel_strike,L,42181,GRF
toe_off,R,42195,GRF
heel_strike,R,42237,GRF
toe_off,L,42251,GRF
heel_strike,L,42292,GRF
toe_off,R,42306,GRF
heel_strike,R,42348,GRF
toe_off,L,42360,GRF
heel_strike,L,42401,GRF
toe_off,R,42415,GRF
heel_strike,R,42457,GRF
toe_off,L,42469,GRF
heel_strike,L,42511,GRF
toe_off,R,42525,GRF
heel_strike,R,42566,GRF
toe_off,L,42580,GRF
heel_strike,L,42622,GRF
toe_off,R,42636,GRF
heel_strike,R,42679,GRF
toe_off,L,42692,kinematic
heel_strike,L,42735,kinematic
toe_off,R,42748,GRF
heel_strike,R,42789,GRF
toe_off,L,42802,GRF
heel_strike,L,42844,GRF
toe_off,R,42858,GRF
heel_strike,R,42901,GRF
toe_off,L,42915,GRF
heel_strike,L,42957,GRF
toe_off,R,42971,GRF
heel_strike,R,43011,GRF
toe_off,L,43025,GRF
heel_strike,L,43065,GRF
toe_off,R,43080,GRF
heel_strike,R,43120,GRF
toe_off,L,43133,GRF
heel_strike,L,43174,GRF
toe_off,R,43189,GRF
heel_strike,R,43231,GRF
toe_off,L,43245,GRF
heel_strike,L,43285,GRF
toe_off,R,43298,GRF
heel_strike,R,43339,GRF
toe_off,L,43353,GRF
heel_strike,L,43395,GRF
toe_off,R,43409,GRF
heel_strike,R,43449,GRF
toe_off,L,43463,GRF
heel_strike,L,43502,GRF
toe_off,R,43517,GRF
heel_strike,R,43561,GRF
toe_off,L,43574,GRF
heel_strike,L,43617,GRF
toe_off,R,43630,GRF
heel_strike,R,43673,GRF
toe_off,L,43687,GRF
heel_strike,L,43731,GRF
toe_off,R,43744,GRF
heel_strike,R,43786,GRF
toe_off,L,43800,GRF
heel_strike,L,43847,GRF
toe_off,R,43861,GRF
heel_strike,R,43902,GRF
toe_off,L,43915,GRF
heel_strike,L,43959,GRF
toe_off,R,43973,GRF
heel_strike,R,44016,GRF
toe_off,L,44029,GRF
heel_strike,L,44070,GRF
toe_off,R,44084,GRF
heel_strike,R,44123,GRF
toe_off,L,44136,GRF
heel_strike,L,44177,GRF
toe_off,R,44192,GRF
heel_strike,R,44235,GRF
toe_off,L,44248,GRF
heel_strike,L,44291,GRF
toe_off,R,44305,GRF
heel_strike,R,44344,GRF
toe_off,L,44359,GRF
heel_strike,L,44402,GRF
toe_off,R,44415,GRF
heel_strike,R,44455,GRF
toe_off,L,44467,GRF
heel_strike,L,44508,GRF
toe_off,R,44523,GRF
heel_strike,R,44564,GRF
toe_off,L,44578,kinematic
heel_strike,L,44619,GRF
toe_off,R,44633,GRF
heel_strike,R,44681,GRF
toe_off,L,44693,kinematic
heel_strike,L,44734,kinematic
toe_off,R,44746,GRF
heel_strike,R,44790,GRF
toe_off,L,44802,kinematic
heel_strike,L,44841,GRF
toe_off,R,44855,GRF
heel_strike,R,44896,GRF
toe_off,L,44910,GRF
heel_strike,L,44951,GRF
toe_off,R,44965,GRF
heel_strike,R,45007,GRF
toe_off,L,45021,GRF
heel_strike,L,45064,GRF
toe_off,R,45077,GRF
heel_strike,R,45122,GRF
toe_off,L,45136,kinematic
heel_strike,L,45180,GRF
toe_off,R,45193,GRF
heel_strike,R,45235,GRF
toe_off,L,45249,GRF
heel_strike,L,45291,GRF
toe_off,R,45306,GRF
heel_strike,R,45346,GRF
toe_off,L,45360,GRF
heel_strike,L,45405,GRF
toe_off,R,45417,GRF
heel_strike,R,45459,GRF
toe_off,L,45474,kinematic
heel_strike,L,45516,GRF
toe_off,R,45530,GRF
heel_strike,R,45575,GRF
toe_off,L,45590,kinematic
heel_strike,L,45631,kinematic
toe_off,R,45645,GRF
heel_strike,R,45686,GRF
toe_off,L,45699,GRF
heel_strike,L,45742,GRF
toe_off,R,45756,GRF
heel_strike,R,45797,GRF
toe_off,L,45810,kinematic
heel_strike,L,45855,GRF
toe_off,R,45869,GRF
heel_strike,R,45911,GRF
toe_off,L,45932,GRF
heel_strike,L,45965,GRF
toe_off,R,45978,GRF
heel_strike,R,46022,GRF
toe_off,L,46035,GRF
heel_strike,L,46077,GRF
toe_off,R,46091,GRF
heel_strike,R,46133,GRF
toe_off,L,46146,GRF
heel_strike,L,46190,GRF
toe_off,R,46202,GRF
heel_strike,R,46244,GRF
toe_off,L,46258,GRF
heel_strike,L,46298,GRF
toe_off,R,46311,GRF
heel_strike,R,46353,GRF
toe_off,L,46367,GRF
heel_strike,L,46408,GRF
toe_off,R,46423,GRF
heel_strike,R,46462,GRF
toe_off,L,46476,GRF
heel_strike,L,46516,GRF
toe_off,R,46531,GRF
heel_strike,R,46571,GRF
toe_off,L,46584,GRF
heel_strike,L,46626,GRF
toe_off,R,46640,GRF
heel_strike,R,46680,GRF
toe_off,L,46694,GRF
heel_strike,L,46735,GRF
toe_off,R,46750,GRF
heel_strike,R,46790,GRF
toe_off,L,46803,GRF
heel_strike,L,46844,GRF
toe_off,R,46858,GRF
heel_strike,R,46899,GRF
toe_off,L,46913,GRF
heel_strike,L,46954,GRF
toe_off,R,46969,GRF
heel_strike,R,47010,GRF
toe_off,L,47024,GRF
heel_strike,L,47066,GRF
toe_off,R,47081,GRF
heel_strike,R,47122,GRF
toe_off,L,47136,GRF
heel_strike,L,47177,GRF
toe_off,R,47191,GRF
heel_strike,R,47232,GRF
toe_off,L,47247,GRF
heel_strike,L,47287,GRF
toe_off,R,47302,GRF
heel_strike,R,47346,GRF
toe_off,L,47359,GRF
heel_strike,L,47401,GRF
toe_off,R,47415,GRF
heel_strike,R,47457,GRF
toe_off,L,47471,GRF
heel_strike,L,47512,GRF
toe_off,R,47526,GRF
heel_strike,R,47569,GRF
toe_off,L,47582,GRF
heel_strike,L,47625,GRF
toe_off,R,47639,GRF
heel_strike,R,47679,GRF
toe_off,L,47692,GRF
heel_strike,L,47733,GRF
toe_off,R,47748,GRF
heel_strike,R,47790,GRF
toe_off,L,47804,GRF
heel_strike,L,47844,GRF
toe_off,R,47859,GRF
heel_strike,R,47900,GRF
toe_off,L,47915,GRF
heel_strike,L,47955,GRF
toe_off,R,47970,GRF
heel_strike,R,48012,GRF
toe_off,L,48026,GRF
heel_strike,L,48069,GRF
toe_off,R,48083,GRF
heel_strike,R,48125,GRF
toe_off,L,48138,GRF
heel_strike,L,48181,GRF
toe_off,R,48195,GRF
heel_strike,R,48236,GRF
toe_off,L,48250,kinematic
heel_strike,L,48293,GRF
toe_off,R,48307,GRF
heel_strike,R,48347,GRF
toe_off,L,48361,kinematic
heel_strike,L,48402,kinematic
toe_off,R,48415,GRF
heel_strike,R,48458,GRF
toe_off,L,48482,GRF
heel_strike,L,48511,GRF
toe_off,R,48526,GRF
heel_strike,R,48567,GRF
toe_off,L,48581,kinematic
heel_strike,L,48623,GRF
toe_off,R,48637,GRF
heel_strike,R,48676,GRF
toe_off,L,48690,GRF
heel_strike,L,48732,GRF
toe_off,R,48747,GRF
heel_strike,R,48787,GRF
toe_off,L,48802,kinematic
heel_strike,L,48841,GRF
toe_off,R,48856,GRF
heel_strike,R,48897,GRF
toe_off,L,48917,GRF
heel_strike,L,48954,GRF
toe_off,R,48969,GRF
heel_strike,R,49009,GRF
toe_off,L,49022,kinematic
heel_strike,L,49065,kinematic
toe_off,R,49079,GRF
heel_strike,R,49121,GRF
toe_off,L,49135,GRF
heel_strike,L,49175,GRF
toe_off,R,49190,GRF
heel_strike,R,49231,GRF
toe_off,L,49244,GRF
heel_strike,L,49289,GRF
toe_off,R,49303,GRF
heel_strike,R,49343,GRF
toe_off,L,49357,GRF
heel_strike,L,49398,GRF
toe_off,R,49412,GRF
heel_strike,R,49453,GRF
toe_off,L,49468,GRF
heel_strike,L,49509,GRF
toe_off,R,49524,GRF
heel_strike,R,49566,GRF
toe_off,L,49580,GRF
heel_strike,L,49620,GRF
toe_off,R,49634,GRF
heel_strike,R,49677,GRF
toe_off,L,49690,GRF
heel_strike,L,49733,GRF
toe_off,R,49746,GRF
heel_strike,R,49789,GRF
toe_off,L,49802,GRF
heel_strike,L,49845,GRF
toe_off,R,49859,GRF
heel_strike,R,49901,GRF
toe_off,L,49914,GRF
heel_strike,L,49955,GRF
toe_off,R,49969,GRF
heel_strike,R,50010,GRF
toe_off,L,50023,GRF
heel_strike,L,50065,GRF
toe_off,R,50079,GRF
heel_strike,R,50122,GRF
toe_off,L,50136,GRF
heel_strike,L,50175,GRF
toe_off,R,50189,GRF
heel_strike,R,50231,GRF
toe_off,L,50245,GRF
heel_strike,L,50286,GRF
toe_off,R,50301,GRF
heel_strike,R,50339,GRF
toe_off,L,50353,GRF
heel_strike,L,50392,GRF
toe_off,R,50407,GRF
heel_strike,R,50449,GRF
toe_off,L,50463,GRF
heel_strike,L,50504,GRF
toe_off,R,50520,GRF
heel_strike,R,50559,GRF
toe_off,L,50574,GRF
heel_strike,L,50612,GRF
toe_off,R,50626,GRF
heel_strike,R,50670,GRF
toe_off,L,50684,GRF
heel_strike,L,50724,GRF
toe_off,R,50739,GRF
heel_strike,R,50779,GRF
toe_off,L,50793,GRF
heel_strike,L,50835,GRF
toe_off,R,50849,GRF
heel_strike,R,50890,GRF
toe_off,L,50904,GRF
heel_strike,L,50944,GRF
toe_off,R,50958,GRF
heel_strike,R,51000,GRF
toe_off,L,51013,GRF
heel_strike,L,51054,GRF
toe_off,R,51069,GRF
heel_strike,R,51114,GRF
toe_off,L,51127,GRF
heel_strike,L,51171,GRF
toe_off,R,51185,GRF
heel_strike,R,51228,GRF
toe_off,L,51241,GRF
heel_strike,L,51285,GRF
toe_off,R,51298,GRF
heel_strike,R,51340,GRF
toe_off,L,51353,GRF
heel_strike,L,51394,GRF
toe_off,R,51410,GRF
heel_strike,R,51449,GRF
toe_off,L,51463,GRF
heel_strike,L,51503,GRF
toe_off,R,51517,GRF
heel_strike,R,51561,GRF
toe_off,L,51575,GRF
heel_strike,L,51618,GRF
toe_off,R,51632,GRF
heel_strike,R,51674,GRF
toe_off,L,51687,GRF
heel_strike,L,51731,GRF
toe_off,R,51746,GRF
heel_strike,R,51789,GRF
toe_off,L,51803,GRF
heel_strike,L,51844,GRF
toe_off,R,51858,GRF
heel_strike,R,51898,GRF
toe_off,L,51911,GRF
heel_strike,L,51951,GRF
toe_off,R,51965,GRF
heel_strike,R,52007,GRF
toe_off,L,52021,GRF
heel_strike,L,52065,GRF
toe_off,R,52078,GRF
heel_strike,R,52120,GRF
toe_off,L,52134,GRF
heel_strike,L,52177,GRF
toe_off,R,52191,GRF
heel_strike,R,52231,GRF
toe_off,L,52244,GRF
heel_strike,L,52286,GRF
toe_off,R,52301,GRF
heel_strike,R,52344,GRF
toe_off,L,52357,GRF
heel_strike,L,52400,GRF
toe_off,R,52414,GRF
heel_strike,R,52457,GRF
toe_off,L,52470,GRF
heel_strike,L,52513,GRF
toe_off,R,52528,GRF
heel_strike,R,52568,GRF
toe_off,L,52582,GRF
heel_strike,L,52624,GRF
toe_off,R,52638,GRF
heel_strike,R,52681,GRF
toe_off,L,52694,kinematic
heel_strike,L,52737,GRF
toe_off,R,52751,GRF
heel_strike,R,52791,GRF
toe_off,L,52805,GRF
heel_strike,L,52849,GRF
toe_off,R,52864,GRF
heel_strike,R,52909,GRF
toe_off,L,52931,GRF
heel_strike,L,52964,GRF
toe_off,R,52978,GRF
heel_strike,R,53021,GRF
toe_off,L,53035,kinematic
heel_strike,L,53074,GRF
toe_off,R,53087,GRF
heel_strike,R,53134,GRF
toe_off,L,53146,GRF
heel_strike,L,53187,GRF
toe_off,R,53202,GRF
heel_strike,R,53242,GRF
toe_off,L,53256,GRF
heel_strike,L,53296,GRF
toe_off,R,53311,GRF
heel_strike,R,53350,GRF
toe_off,L,53363,GRF
heel_strike,L,53406,GRF
toe_off,R,53421,GRF
heel_strike,R,53462,GRF
toe_off,L,53475,GRF
heel_strike,L,53515,GRF
toe_off,R,53529,GRF
heel_strike,R,53571,GRF
toe_off,L,53586,GRF
heel_strike,L,53624,GRF
toe_off,R,53639,GRF
heel_strike,R,53679,GRF
toe_off,L,53694,GRF
heel_strike,L,53734,GRF
toe_off,R,53748,GRF
heel_strike,R,53790,GRF
toe_off,L,53804,GRF
heel_strike,L,53845,GRF
toe_off,R,53859,GRF
heel_strike,R,53899,GRF
toe_off,L,53913,GRF
heel_strike,L,53955,GRF
toe_off,R,53969,GRF
heel_strike,R,54009,GRF
toe_off,L,54023,GRF
heel_strike,L,54063,GRF
toe_off,R,54077,GRF
heel_strike,R,54119,GRF
toe_off,L,54133,GRF
heel_strike,L,54174,GRF
toe_off,R,54188,GRF
heel_strike,R,54231,GRF
toe_off,L,54245,GRF
